World Port Index Number,Region Name,Main Port Name,Alternate Port Name,Tidal Range (m),Channel Depth (m),Anchorage Depth (m),Cargo Pier Depth (m),Maximum Vessel Length (m),Maximum Vessel Beam (m),Maximum Vessel Draft (m),Harbor Size,Harbor Type,Harbor Use,Shelter Afforded,Entrance Restriction - Tide,Entrance Restriction - Heavy Swell,Port Security,Vessel Traffic Service,Communications - Telephone,Communications - Radio,Communications - Airport,Communications - Rail,Facilities - Wharves,Facilities - Anchorage,Facilities - Dangerous Cargo Anchorage,Facilities - Ro-Ro,Facilities - Solid Bulk,Facilities - Liquid Bulk,Facilities - Container,Facilities - Breakbulk,Facilities - Oil Terminal,Facilities - LNG Terminal,Medical Facilities,Garbage Disposal,Cranes - Fixed,Cranes - Mobile,Cranes - Floating,Cranes - Container,Services - Longshoremen,Services - Electricity,Services - Navigation Equipment,Supplies - Provisions,Supplies - Potable Water,Supplies - Fuel Oil,Supplies - Diesel Oil,Repairs,Dry Dock,Railway,Latitude,Longitude
5400,US Lake Superior -- 5230,Washburn, ,0,6.4,7.9,4.9,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,No,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Limited,Unknown,Unknown,46.666667,-90.883333
16370,United States W Coast -- 16000,Point Richmond,Richmond,1.2,9.4,0,9.4,0,0,0,Small,Coastal (Natural),Unknown,Excellent,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Major,Medium,Small,37.916667,-122.366667
6690,United States E Coast -- 6585,Sorrento, ,3,1.8,1.8,1.8,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,No,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,44.466667,-68.183333
19410,Alaska -- 19080,Sitka, ,2.4,7.9,23.2,11,0,0,0,Small,Coastal (Natural),Unknown,Good,No,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Limited,Unknown,Small,57.05,-135.333333
4430,US Lake Huron -- 4300,Tawas City, ,0,0,6.4,1.8,0,0,0,Very Small,Coastal (Natural),Unknown,Poor,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,44.266667,-83.5
19780,Alaska -- 19080,Seldovia, ,4.6,6.4,15.5,6.4,0,0,0,Very Small,Coastal (Natural),Unknown,Excellent,No,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Unknown,Unknown,Unknown,Yes,Yes,No,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,59.433333,-151.733333
8893,US Gulf Coast -- 8650,St. James, ,0,0,0,0,0,0,0,Small,River (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,29.9792,-90.8275
9260,US Gulf Coast -- 8650,Palacios, ,0.3,3.4,1.8,1.8,0,0,0,Very Small,Coastal (Natural),Unknown,Good,No,No,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Limited,Unknown,Small,28.683333,-96.216667
3540,US Lake Erie -- 3400,Port Clinton, ,0,1.8,1.8,1.8,0,0,0,Very Small,River (Natural),Unknown,Excellent,No,No,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Moderate,Unknown,Small,41.516667,-82.933333
16520,United States W Coast -- 16000,Stockton, ,0.9,7.9,7.9,11,0,0,0,Small,River (Natural),Unknown,Excellent,Yes,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,No,Yes,Yes,Yes,Yes,Limited,Unknown,Medium,37.95,-121.3
7030,United States E Coast -- 6585,South Bristol, ,2.7,4.9,12.5,3.4,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,Yes,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Limited,Unknown,Small,43.866667,-69.55
4740,US Lake Michigan -- 4570,St Joseph,Benton Harbor,0,6.4,7.9,6.4,0,0,0,Small,River (Natural),Unknown,Fair,No,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Moderate,Unknown,Small,42.116667,-86.483333
20305,Alaska Continued -- 20185,Platinum, ,1.2,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,Yes,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,59.016667,-161.833333
4600,US Lake Michigan -- 4570,Petoskey, ,0,3.4,6.4,1.8,0,0,0,Very Small,Coastal (Breakwater),Unknown,Fair,No,No,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,45.366667,-84.966667
19770,Alaska -- 19080,Port Graham, ,4.3,0,0,3.4,0,0,0,Very Small,Coastal (Natural),Unknown,Good,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,Unknown,Unknown,Unknown,No,No,No,Yes,Yes,No,Yes,Unknown,Unknown,Small,59.35,-151.816667
16540,United States W Coast -- 16000,Rio Vista, ,1.2,7.9,0,6.4,0,0,0,Very Small,River (Natural),Unknown,Excellent,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Limited,Unknown,Small,38.15,-121.7
19280,Alaska -- 19080,Steamboat Bay, ,2.4,0,23.2,4.9,0,0,0,Very Small,Coastal (Natural),Unknown,Good,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,55.533333,-133.633333
20360,Alaska Continued -- 20185,St. Michael, ,1.2,0,4.9,0,0,0,0,Very Small,Open Roadstead,Unknown,Poor,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Limited,Unknown,Small,63.483333,-162.033333
19740,Alaska -- 19080,San Juan Cannery, ,2.7,0,0,9.4,0,0,0,Very Small,Coastal (Natural),Unknown,Good,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,60.05,-148.066667
8590,United States E Coast -- 6585,St Augustine, ,1.5,3.4,6.4,4.9,0,0,0,Very Small,Coastal (Natural),Unknown,Excellent,Yes,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Yes,Limited,Unknown,Small,29.9,-81.316667
8822,US Gulf Coast -- 8650,Southwest Pass, ,0,13.7,0,0,0,0,0,Small,River (Natural),Unknown,None,No,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,28.45,-90.7
6990,United States E Coast -- 6585,Thomaston, ,2.7,4.9,4.9,3.4,0,0,0,Very Small,River (Natural),Unknown,Good,Yes,No,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Moderate,Unknown,Small,44.066667,-69.183333
7140,United States E Coast -- 6585,South Harpswell, ,2.7,3.4,12.5,1.8,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,No,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,43.733333,-70.016667
4340,US Lake Huron -- 4300,St Clair, ,0,1.8,4.9,4.9,0,0,0,Very Small,River (Natural),Unknown,Excellent,No,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Limited,Unknown,Unknown,42.816667,-82.483333
16190,United States W Coast -- 16000,Pismo Beach, ,1.2,11,9.4,3.4,0,0,0,Very Small,Open Roadstead,Unknown,Fair,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,35.133333,-120.65
16380,United States W Coast -- 16000,Point San Pablo, ,1.2,1.8,7.9,7.9,0,0,0,Very Small,Coastal (Natural),Unknown,Excellent,No,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,Unknown,Unknown,Unknown,No,Yes,No,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Small,37.966667,-122.433333
6720,United States E Coast -- 6585,Southwest Harbor, ,3,9.4,12.5,3.4,0,0,0,Very Small,Coastal (Natural),Unknown,Good,No,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Major,Unknown,Small,44.283333,-68.316667
19300,Alaska -- 19080,Petersburg, ,4.3,6.4,6.4,6.4,0,0,0,Small,Coastal (Natural),Unknown,Good,No,No,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Limited,Unknown,Unknown,56.816667,-132.95
8350,United States E Coast -- 6585,Plymouth, ,0,3.4,3.4,4.9,0,0,0,Very Small,River (Natural),Unknown,Good,No,No,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,35.866667,-76.75
8870,US Gulf Coast -- 8650,Port Of Memphis, ,0,3.4,0,0,0,0,0,Small,River (Natural),Unknown,Excellent,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Limited,Unknown,Unknown,35.066667,-90.166667
19990,Alaska -- 19080,Port William, ,3.4,0,0,6.4,0,0,0,Very Small,Coastal (Natural),Unknown,Good,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,58.483333,-152.583333
17250,United States W Coast -- 16000,Poulsbo, ,2.4,0,0,3.4,0,0,0,Very Small,Coastal (Natural),Unknown,Excellent,No,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,47.733333,-122.65
3550,US Lake Erie -- 3400,Put In Bay, ,0,1.8,7.9,3.4,0,0,0,Very Small,Coastal (Natural),Unknown,Good,No,No,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,None,Unknown,Unknown,41.65,-82.816667
16930,United States W Coast -- 16000,St Helens, ,0.6,6.4,0,7.9,0,0,0,Very Small,River (Natural),Unknown,Excellent,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,45.866667,-122.8
19810,Alaska -- 19080,Ouzinkie,Uzinki,2.1,0,32.9,4.9,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,57.916667,-152.5
7940,United States E Coast -- 6585,Sewaren, ,1.5,11,11,9.4,0,0,0,Very Small,River (Natural),Unknown,Good,No,No,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Major,Unknown,Unknown,40.55,-74.25
17990,United States W Coast -- 16000,Orcas, ,1.5,20.1,0,1.8,0,0,0,Very Small,Coastal (Natural),Unknown,Excellent,No,No,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,No,Yes,No,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,48.6,-122.933333
16390,United States W Coast -- 16000,Pinole Point, ,1.2,10.7,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Good,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,38.016667,-122.366667
7580,United States E Coast -- 6585,Southport, ,2.1,1.8,1.8,1.8,0,0,0,Very Small,River (Natural),Unknown,Good,No,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Limited,Unknown,Small,41.133333,-73.283333
8160,United States E Coast -- 6585,Trenton, ,2.1,4.9,6.4,6.4,0,0,0,Very Small,River (Natural),Unknown,Excellent,Yes,No,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Limited,Unknown,Unknown,40.2,-74.766667
7760,United States E Coast -- 6585,Weehawken, ,1.2,12.5,12.5,9.4,0,0,0,Small,River (Natural),Unknown,Good,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Major,Large,Unknown,40.766667,-74.016667
7730,United States E Coast -- 6585,Rensselaer, ,1.5,4.9,11,7.9,0,0,0,Very Small,River (Natural),Unknown,Good,No,No,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,42.65,-73.75
19680,Alaska -- 19080,Whittier, ,3,0,0,11,0,0,0,Very Small,Coastal (Natural),Unknown,Good,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,Unknown,Unknown,Unknown,No,Yes,No,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,60.77833333,-148.6944444
7670,United States E Coast -- 6585,Poughkeepsie, ,0.9,6.4,11,6.4,0,0,0,Very Small,River (Natural),Unknown,Good,No,No,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Limited,Unknown,Unknown,41.7,-73.95
7650,United States E Coast -- 6585,Yonkers, ,0.3,9.4,9.4,4.9,0,0,0,Small,River (Natural),Unknown,Excellent,No,No,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Limited,Unknown,Medium,40.933333,-73.9
7430,United States E Coast -- 6585,Quonset Point, ,1.2,9.4,9.4,7.9,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,No,No,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,41.583333,-71.4
8190,United States E Coast -- 6585,Salisbury, ,0.9,1.8,1.8,1.8,0,0,0,Very Small,River (Natural),Unknown,Excellent,No,No,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Major,Unknown,Large,38.366667,-75.6
32440,Orkney Islands -- 32390,Kirkwall, ,2,4.9,12.5,5,0,0,0,Very Small,Coastal (Breakwater),Cargo,Good,Yes,No,Yes,Unknown,Yes,Yes,No,No,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,No,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Limited,None,None,58.983333,-2.966667
32730,Faroe Islands -- 32660,Sorvagur,Sorvaag,1.5,23.2,23,8,0,0,8,Very Small,Coastal (Natural),Unknown,Good,Yes,Yes,Yes,Unknown,Yes,Yes,No,No,Yes,Unknown,Unknown,No,No,Yes,No,Yes,Unknown,No,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Limited,Small,Unknown,62.083333,-7.25
32340,Scotland East Coast -- 31870,Cromarty, ,4,14,7.9,12,0,0,0,Small,Coastal (Breakwater),Unknown,Good,Yes,No,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,No,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Limited,Large,Unknown,57.683333,-4.033333
32702,Faroe Islands -- 32660,Runavik, ,0,14,23.2,12,0,0,11,Very Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Yes,Unknown,Yes,Yes,No,No,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Limited,Small,Unknown,62.116667,-6.716667
32676,Faroe Islands -- 32660,Vagur, ,1,11,5.5,10,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Yes,Yes,No,No,Unknown,Unknown,Unknown,Yes,No,No,No,Yes,No,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Limited,None,None,61.483333,-6.8
32780,Scotland North Coast -- 32760,Scrabster Harbor, ,3.7,7.7,9,9,0,0,0,Small,Coastal (Breakwater),Unknown,Fair,Yes,Yes,Yes,Unknown,Yes,Yes,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Limited,Unknown,Unknown,58.616667,-3.55
32720,Faroe Islands -- 32660,Vestmanna,Vestmanhavn,2,0,18,6.4,0,0,0,Very Small,Coastal (Natural),Fishing,Excellent,No,No,Yes,Unknown,Yes,Yes,No,No,Yes,Unknown,Unknown,No,No,No,No,Yes,No,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Limited,Unknown,None,62.15,-7.166667
32600,Shetland Islands -- 32510,Lerwick, ,2,9.1,10,12.5,200,20.2,8,Medium,Coastal (Natural),Cargo,Fair,No,No,Yes,Unknown,Yes,Yes,No,No,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Moderate,Small,None,60.167,-1.15
32680,Faroe Islands -- 32660,Tvoroyri,Tverra,1.5,11,15,10.3,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,No,No,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Moderate,Unknown,Unknown,61.55,-6.8
32740,Faroe Islands -- 32660,Fuglafjordur,Fuglefjord,1.8,6.4,24,11,125,0,7,Very Small,Coastal (Natural),Unknown,Good,No,No,Unknown,Unknown,Yes,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Limited,Unknown,None,62.25,-6.8
32450,Orkney Islands -- 32390,Stromness, ,3,4.9,6.4,6.4,0,0,0,Very Small,Open Roadstead,Unknown,Good,Yes,No,Yes,Unknown,Yes,Yes,No,No,Yes,Yes,Unknown,Yes,No,No,No,Yes,No,No,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Limited,None,None,58.966667,-3.3
32750,Faroe Islands -- 32660,Klaksvik, ,1.1,0,35,8.7,0,0,0,Very Small,Coastal (Natural),Unknown,Good,No,Yes,Yes,Unknown,Yes,Yes,No,No,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,No,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Major,Unknown,None,62.233333,-6.583333
